Id,Neighborhood,LotArea,OverallQual,OverallCond,YearRemodAdd,MasVnrArea,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,Fireplaces,GarageArea,SalePrice
702,NWAmes,9600,7,5,1969,168,1164,0,0,1,1,3,0,528,140000
703,StoneBr,12438,8,5,2006,466,2576,0,0,2,1,4,1,666,361919
704,OldTown,7630,5,9,1996,0,1812,0,0,2,0,4,1,672,140000
705,CollgCr,8400,7,5,2005,109,1484,1,0,2,0,3,0,606,213000
706,IDOTRR,5600,4,5,1950,0,1092,0,0,2,0,3,0,0,55000
707,ClearCr,115149,7,5,2002,351,1824,1,0,2,0,2,2,739,302000
708,NridgHt,6240,8,5,2006,176,1324,1,0,2,0,2,1,550,254000
709,Gilbert,9018,7,5,2007,0,1456,0,0,2,1,3,1,400,179540
710,Sawyer,7162,5,7,1966,41,904,0,0,1,0,3,0,408,109900
711,BrkSide,4130,3,6,2003,0,729,0,0,1,0,2,0,0,52000
712,IDOTRR,8712,4,7,1950,0,1178,0,0,1,0,2,0,384,102776
713,StoneBr,4671,8,5,1989,0,1228,1,0,2,0,2,1,472,189000
714,BrkSide,9873,4,5,1970,160,960,1,0,1,0,3,0,576,129000
715,Sawyer,13517,6,8,2005,289,1479,0,0,2,1,3,0,475,130500
716,NWAmes,10140,6,5,1974,174,1350,0,0,2,0,3,1,478,165000
717,OldTown,10800,7,8,1998,0,2554,0,0,1,1,3,0,704,159500
718,NWAmes,10000,5,6,2000,0,1178,0,1,1,1,3,1,439,157000
719,NoRidge,10542,7,5,1994,651,2418,1,0,2,1,3,1,983,341000
720,CollgCr,9920,5,6,1969,0,971,0,0,1,1,3,1,300,128500
721,StoneBr,6563,8,5,1985,0,1742,1,0,2,0,2,1,564,275000
722,CollgCr,4426,6,5,2004,169,848,1,0,1,0,1,0,420,143000
723,NAmes,8120,4,7,1970,0,864,0,0,1,0,3,0,463,124500
724,Edwards,8172,4,6,1972,0,1470,0,0,2,0,4,0,548,135000
725,Edwards,13286,9,5,2008,340,1698,1,0,2,0,3,1,768,320000
726,NAmes,6960,4,6,1970,0,864,0,0,1,0,3,0,660,120500
727,Crawfor,21695,6,9,2007,260,1680,1,0,2,0,3,1,540,222000
728,CollgCr,7314,7,5,2007,82,1232,1,0,2,0,2,0,632,194500
729,NAmes,11475,5,5,1958,95,1776,1,0,2,0,4,0,888,110000
730,IDOTRR,6240,4,5,1950,0,1208,0,0,1,0,2,0,539,103000
731,StoneBr,5389,8,5,1996,0,1616,1,0,2,0,2,1,608,236500
732,Timber,9590,7,5,2003,442,1146,1,0,2,0,3,1,438,187500
733,CollgCr,11404,7,5,1999,202,2031,0,0,2,1,3,1,541,222500
734,Sawyer,10000,5,6,1983,0,1144,1,0,1,0,3,1,264,131400
735,Sawyer,8978,5,5,1968,0,948,0,0,1,0,3,0,300,108000
736,OldTown,10800,7,7,1970,0,1768,0,0,1,1,2,2,320,163000
737,NAmes,8544,3,4,1950,0,1040,0,0,2,0,2,0,400,93500
738,Gilbert,10463,8,5,2005,0,1801,0,0,2,1,3,1,800,239900
739,Edwards,10800,5,5,1988,0,1200,3,0,3,0,3,0,0,179000
740,CollgCr,9313,7,5,2004,0,1728,0,0,2,1,3,0,572,190000
741,OldTown,9600,5,7,2002,0,1432,0,0,2,0,2,0,360,132000
742,Sawyer,6768,6,8,1996,0,912,1,1,1,0,3,0,288,142000
743,SawyerW,8450,7,5,2001,108,1349,0,0,2,0,3,0,539,179000
744,Sawyer,12886,5,6,1999,0,1464,0,1,2,0,3,1,480,175000
745,StoneBr,5395,8,5,1993,0,1337,1,0,2,0,2,1,462,180000
746,NWAmes,8963,8,9,1996,289,2715,0,1,3,1,4,2,831,299800
747,Gilbert,8795,7,5,2000,0,2256,0,0,2,1,4,1,554,236000
748,OldTown,11700,7,7,2003,0,2640,0,0,1,1,4,1,864,265979
749,NoRidge,10593,7,5,1996,338,1720,1,0,2,0,3,1,527,260400
750,Edwards,8405,4,3,1950,0,1529,0,0,2,0,4,0,240,98000
751,OldTown,8800,4,7,2004,0,1140,0,0,1,0,3,0,0,96500
752,Gilbert,7750,7,5,2003,0,1320,0,0,2,1,3,0,400,162000
753,CollgCr,9236,6,5,1997,0,1494,1,0,2,0,3,0,576,217000
754,NridgHt,10240,8,5,2005,178,2098,0,0,2,1,3,1,878,275500
755,NAmes,7930,6,8,2005,0,1026,1,0,1,0,3,0,440,156000
756,Somerst,3230,6,5,1999,894,1471,0,0,2,1,3,0,440,172500
757,CollgCr,10769,8,5,2007,0,1768,0,0,2,1,3,0,578,212000
758,Sawyer,11616,6,5,1978,328,1386,0,0,2,1,3,1,440,158900
759,Somerst,2280,7,5,1999,360,1501,0,0,2,1,3,0,440,179400
760,NoRidge,12257,8,5,1995,513,2531,0,0,2,1,4,1,752,290000
761,NAmes,9100,6,6,1959,0,864,0,0,1,0,2,0,300,127500
762,BrkSide,6911,5,5,1950,0,1301,0,0,1,0,2,0,440,100000
763,Somerst,8640,7,5,2009,0,1547,0,0,2,1,3,0,614,215200
764,NoRidge,9430,8,5,1999,673,2365,1,0,2,1,3,1,856,337000
765,Veenker,9549,8,5,1996,0,1494,1,0,1,1,2,1,481,270000
766,Somerst,14587,9,5,2008,284,1506,0,0,2,0,2,1,592,264132
767,NWAmes,10421,7,5,1988,42,1714,0,0,2,1,3,1,496,196500
768,Mitchel,12508,6,7,1985,0,1750,1,0,2,0,4,0,423,160000
769,CollgCr,9100,7,5,2005,0,1836,0,0,2,0,3,1,484,216837
770,StoneBr,53504,8,5,2003,603,3279,1,0,3,1,4,1,841,538000
771,Sawyer,7252,5,5,1982,0,858,1,0,1,0,2,0,576,134900
772,Edwards,8877,4,5,1951,0,1220,0,0,1,0,2,0,396,102000
773,Edwards,7819,6,5,1976,0,1117,1,0,1,0,3,1,672,107000
774,NAmes,10150,5,5,1958,1,912,0,0,1,0,2,0,275,114500
775,NridgHt,14226,8,5,2006,375,1973,0,0,2,0,3,1,895,395000
776,Mitchel,4500,6,5,1998,320,1204,1,0,2,0,2,0,412,162000
777,CollgCr,11210,7,5,2006,240,1614,0,0,2,0,3,0,865,221500
778,Sawyer,13350,5,5,1974,0,894,1,0,1,0,3,1,440,142500
779,SawyerW,8400,5,5,1977,320,2020,0,0,2,0,4,2,630,144000
780,Mitchel,10530,6,5,1977,90,1004,1,0,1,0,2,0,504,135000
781,Gilbert,7875,7,5,1996,38,1253,0,0,2,0,3,1,402,176000
782,SawyerW,7153,6,5,1992,0,1603,0,0,2,1,3,0,484,175900
783,CollgCr,16285,7,5,2002,0,1430,0,0,2,0,3,0,605,187100
784,Mitchel,9101,5,6,1978,104,1110,1,0,1,0,1,1,602,165500
785,OldTown,6300,6,6,2001,0,1484,0,0,2,0,3,1,0,128000
786,NWAmes,9790,6,5,1967,0,1342,0,0,2,0,3,1,457,161500
787,OldTown,10800,5,6,1950,0,1652,1,0,2,0,4,0,416,139000
788,SawyerW,10142,7,5,2004,0,2084,1,0,2,1,4,0,618,233000
789,OldTown,6000,4,7,2000,0,901,0,0,1,0,2,0,281,107900
790,ClearCr,12205,6,8,2007,157,2087,0,0,2,1,5,0,444,187500
791,Blmngtn,3182,7,5,2006,11,1145,0,0,2,0,2,1,397,160200
792,Mitchel,11333,6,5,1976,0,1062,1,0,1,0,3,2,539,146800
793,NoRidge,9920,7,5,1997,0,2013,1,0,2,1,3,1,455,269790
794,Somerst,9158,8,5,2007,140,1496,0,0,2,0,3,0,474,225000
795,Gilbert,10832,7,5,1996,0,1895,0,0,2,1,3,1,409,194500
796,SawyerW,8400,6,6,1981,130,1564,0,0,2,1,3,1,476,171000
797,Sawyer,8197,6,5,1977,148,1285,0,0,1,1,3,1,528,143500
798,NAmes,7677,5,5,1953,0,773,0,0,1,0,2,0,240,110000
799,NridgHt,13518,9,5,2009,860,3140,0,0,3,1,4,2,820,485000
800,SWISU,7200,5,7,1950,252,1768,1,0,1,1,3,2,240,175000
801,ClearCr,12798,6,5,1997,0,1688,1,0,2,1,4,0,603,200000
802,IDOTRR,4800,4,7,1990,0,1196,1,0,1,0,2,0,440,109900
803,CollgCr,8199,7,5,2005,0,1456,1,0,2,1,3,1,410,189000
804,NridgHt,13891,9,5,2009,424,2822,0,0,3,1,4,1,1020,582933
805,NAmes,9000,5,5,1954,0,1128,0,0,1,0,2,0,286,118000
806,Somerst,12274,7,5,2008,256,1428,0,0,2,0,3,0,554,227680
807,NAmes,9750,5,5,1967,0,980,0,0,2,0,3,0,384,135500
808,BrkSide,21384,5,6,2004,0,1576,2,0,1,1,3,1,528,223500
809,NAmes,13400,5,5,1966,1047,1086,1,0,1,0,3,1,484,159950
810,OldTown,8100,5,5,1965,0,2138,0,0,2,0,2,0,360,106000
811,NWAmes,10140,6,6,1999,99,1309,1,0,1,1,3,1,484,181000
812,CollgCr,4438,6,5,2004,169,848,1,0,1,0,1,1,420,144500
813,IDOTRR,8712,5,5,1952,0,1044,0,0,1,0,2,0,504,55993
814,NAmes,9750,6,6,1958,243,1442,0,0,1,1,4,0,301,157900
815,Edwards,8248,5,7,1950,0,1250,0,1,1,1,3,0,280,116000
816,CollgCr,12137,7,5,1998,442,1661,0,0,2,0,3,0,598,224900
817,NAmes,11425,5,6,1954,0,1008,0,0,1,0,2,1,275,137000
818,Mitchel,13265,8,5,2002,148,1689,1,0,2,0,3,2,857,271000
819,ClearCr,8816,6,7,1971,80,1052,1,0,1,0,3,0,440,155000
820,NridgHt,6371,7,5,2010,128,1358,1,0,2,0,2,1,484,224000
821,CollgCr,7226,7,5,2003,0,1640,0,0,2,1,3,0,595,183000
822,OldTown,6000,4,4,1953,0,936,0,0,1,0,2,0,576,93000
823,Gilbert,12394,7,5,2003,0,1733,0,0,2,1,3,1,433,225000
824,SWISU,9900,6,7,1950,0,1489,0,0,2,0,3,1,240,139500
825,Somerst,11216,8,5,2006,0,1489,0,0,2,0,3,1,776,232600
826,NridgHt,14803,10,5,2008,816,2084,1,0,2,0,2,1,1220,385000
827,BrkSide,6130,5,6,1950,0,784,1,0,1,0,2,0,0,109500
828,SawyerW,8529,7,5,2001,0,1434,0,0,2,0,3,1,527,189000
829,ClearCr,28698,5,5,1967,0,2126,0,1,2,1,3,0,538,185000
830,Somerst,2544,7,5,2005,0,1223,0,0,2,1,2,0,480,147400
831,NAmes,11900,6,5,1957,387,1392,1,0,1,1,3,2,458,166000
832,Somerst,3180,7,5,2005,0,1200,0,0,2,1,2,0,480,151000
833,CollgCr,9548,7,6,2003,223,1829,1,0,2,1,3,1,613,237000
834,NAmes,10004,6,6,1964,180,1516,0,0,1,1,3,0,472,167000
835,NAmes,7875,5,6,1961,136,1144,1,0,1,0,3,0,456,139950
836,Sawyer,9600,4,7,1995,0,1067,0,0,2,0,2,0,436,128000
837,OldTown,8100,5,6,1973,0,1559,1,0,1,0,2,0,812,153500
838,BrDale,1680,6,5,1973,158,987,1,0,1,1,2,0,264,100000
839,CollgCr,9525,5,6,2006,0,1099,0,0,1,1,3,0,352,144000
840,Edwards,11767,5,6,1995,0,1200,0,0,1,0,3,0,240,130500
841,SWISU,12155,6,8,1950,0,1482,0,0,2,0,4,0,400,140000
842,OldTown,10440,5,8,2002,0,1539,0,0,2,0,3,1,686,157500
843,NAmes,9020,6,7,1966,183,1165,1,0,1,1,3,0,490,174900
844,NAmes,8000,5,4,1961,0,1800,0,0,2,0,6,0,0,141000
845,OldTown,12665,5,8,1950,0,1416,0,0,1,1,4,1,720,153900
846,Sawyer,16647,5,5,1981,0,1701,1,0,2,0,3,2,611,171000
847,SawyerW,9317,7,5,1993,137,1775,1,0,2,1,3,1,425,213000
848,CollgCr,15523,5,6,1972,0,864,1,0,1,0,3,1,338,133500
849,ClearCr,45600,6,8,1997,0,2358,0,0,3,0,5,1,360,240000
850,Veenker,9600,6,7,1994,360,1855,0,0,2,1,3,1,512,187000
851,CollgCr,4435,6,5,2003,170,848,1,0,1,0,1,0,420,131500
852,Blmngtn,3196,8,5,2003,40,1456,0,0,2,0,2,1,400,215000
853,Crawfor,7128,7,5,1950,0,1646,0,0,2,0,4,2,240,164000
854,NAmes,12095,6,6,1964,115,1445,0,0,1,1,3,1,645,158000
855,Sawyer,17920,5,4,1974,0,1779,1,0,1,1,3,1,454,170000
856,Sawyer,6897,5,8,2010,0,1040,1,0,1,1,3,0,260,127000
857,CollgCr,10970,6,6,1978,0,1026,1,0,1,0,3,0,576,147000
858,Gilbert,8125,6,5,1995,0,1481,0,0,2,1,3,1,343,174000
859,NWAmes,10400,7,5,1976,189,1370,0,0,2,0,3,1,479,152000
860,NWAmes,11029,6,7,1984,220,2654,1,0,2,1,4,1,619,250000
861,Crawfor,7642,7,8,1998,0,1426,0,0,1,1,3,1,216,189950
862,Sawyer,11625,5,4,1965,0,1039,1,0,1,1,3,0,504,131500
863,SawyerW,9672,6,5,1985,0,1097,0,0,2,0,3,0,480,152000
864,NAmes,7931,5,5,1959,0,1148,1,0,1,0,3,0,672,132500
865,Somerst,8640,7,5,2008,0,1372,0,0,2,0,3,0,529,250580
866,NAmes,8750,5,6,1970,76,1002,1,0,1,0,3,0,902,148500
867,Timber,10656,8,5,2007,274,1646,0,0,2,0,3,1,870,248900
868,Sawyer,6970,4,5,1961,0,1120,1,0,1,1,3,0,544,129000
869,Gilbert,14762,5,6,1950,0,2320,0,0,2,0,2,1,672,169000
870,SawyerW,9938,7,5,1994,246,1949,1,0,2,1,3,1,574,236000
871,NAmes,6600,5,5,1962,0,894,0,0,1,0,2,0,308,109500
872,CollgCr,8750,6,5,1998,116,1682,0,0,2,1,3,0,523,200500
873,NAmes,8892,5,7,1996,0,910,0,0,1,0,3,0,414,116000
874,NAmes,12144,5,7,1950,0,1268,0,0,1,0,3,1,288,133000
875,OldTown,5720,5,6,1950,0,1131,0,0,1,1,3,0,200,66500
876,Somerst,9000,8,5,2007,0,2610,0,0,2,1,4,1,550,303477
877,Mitchel,25286,4,5,1963,0,1040,1,0,1,0,3,0,648,132250
878,NridgHt,8834,9,5,2005,216,2224,1,0,2,1,4,1,738,350000
879,Sawyer,11782,5,7,1995,0,1155,1,0,1,0,3,0,576,148000
880,CollgCr,7000,5,8,2005,90,864,1,0,1,0,3,0,336,136500
881,Edwards,7024,5,5,2006,0,1090,1,0,1,1,2,0,450,157000
882,Timber,13758,7,5,1991,117,1717,0,0,2,1,3,1,400,187500
883,Gilbert,9636,6,5,1993,0,1593,0,0,2,1,3,1,389,178000
884,SWISU,6204,4,5,1950,0,2230,1,0,1,0,5,0,440,118500
885,NAmes,7150,5,5,1967,60,892,0,0,1,0,3,0,288,100000
886,Somerst,5119,9,5,2000,60,1709,1,0,2,0,2,1,506,328900
887,NAmes,8393,5,5,2005,122,1712,0,0,2,0,4,0,588,145000
888,Edwards,16466,5,7,1955,0,1393,0,0,1,1,3,0,300,135500
889,NAmes,15865,8,6,1970,0,2217,1,0,2,0,4,1,621,268000
890,NAmes,12160,6,4,1953,90,1505,1,0,1,0,2,1,505,149500
891,NAmes,8064,5,7,2006,0,924,0,0,1,0,3,1,576,122900
892,Sawyer,11184,6,5,1978,92,1683,0,0,2,1,3,1,440,172500
893,Sawyer,8414,6,8,2003,0,1068,0,1,1,0,3,0,264,154500
894,Sawyer,13284,5,5,1954,0,1383,1,0,1,0,3,1,354,165000
895,SawyerW,7018,5,5,1979,0,1535,0,0,2,0,4,0,400,118858
896,NAmes,7056,6,5,1963,415,1796,1,0,1,1,4,1,483,140000
897,IDOTRR,8765,4,6,1950,0,951,0,0,1,0,2,0,327,106500
898,SawyerW,7018,5,5,1979,0,2240,0,0,2,0,6,0,528,142953
899,NridgHt,12919,9,5,2010,760,2364,1,0,2,1,2,2,820,611657
900,Sawyer,6993,5,7,1994,0,1236,0,0,1,0,3,1,288,135000
901,NAmes,7340,4,6,1971,0,858,0,0,1,0,2,0,684,110000
902,NAmes,8712,5,7,2000,0,1306,1,0,1,0,2,0,756,153000
903,Gilbert,7875,7,5,2003,0,1509,0,0,2,1,3,1,393,180000
904,Gilbert,14859,7,5,2006,27,1670,0,0,2,0,3,1,690,240000
905,Sawyer,6173,5,6,1967,75,902,0,0,1,0,3,0,288,125500
906,NAmes,9920,5,5,1954,110,1063,1,0,1,0,3,0,280,128000
907,Somerst,13501,8,5,2006,208,1636,1,0,2,0,3,1,865,255000
908,Crawfor,11500,7,7,1987,0,2057,0,0,1,1,3,1,180,250000
909,Mitchel,8885,5,5,1983,0,902,1,0,1,0,2,0,484,131000
910,Gilbert,12589,6,5,2005,0,1484,0,0,2,1,3,1,390,174000
911,NAmes,11600,5,5,1960,361,2274,0,0,2,0,5,0,480,154300
912,CollgCr,9286,5,7,1989,0,1268,0,0,1,1,3,0,252,143500
913,BrkSide,6120,5,7,1950,0,1015,0,0,1,0,3,0,450,88000
914,Crawfor,6270,5,6,1950,0,2002,0,0,2,0,4,0,871,145000
915,Somerst,3000,6,5,2009,76,1224,0,0,2,1,2,0,528,173733
916,MeadowV,2001,4,5,1970,80,1092,0,0,1,1,3,0,286,75000
917,IDOTRR,9000,2,3,1950,0,480,1,0,0,0,1,0,308,35311
918,Edwards,17140,4,6,1956,0,1229,0,0,1,0,3,0,284,135000
919,SawyerW,13125,7,5,1991,0,2127,1,0,2,1,4,1,833,238000
920,NAmes,11029,6,8,2002,0,1414,1,0,1,0,3,1,601,176500
921,SawyerW,8462,6,5,1994,105,1721,0,1,2,1,3,0,471,201000
922,Edwards,8777,5,7,2003,0,2200,2,0,2,2,4,0,0,145900
923,Gilbert,10237,6,5,2006,0,1316,0,0,2,0,3,1,397,169990
924,SawyerW,8012,6,5,1994,0,1617,1,0,2,0,2,1,533,193000
925,NWAmes,10240,6,6,1980,157,1686,1,0,2,0,3,1,612,207500
926,NWAmes,15611,5,6,1977,0,1126,0,1,2,0,3,0,540,175000
927,NridgHt,11999,8,5,2004,340,2374,0,0,2,1,4,1,656,285000
928,NWAmes,9900,7,5,1968,342,1978,0,0,2,1,4,1,486,176000
929,CollgCr,11838,8,5,2001,0,1788,0,0,2,0,3,1,522,236500
930,Gilbert,13006,7,5,1997,285,2236,0,0,2,1,4,1,642,222000
931,Timber,8925,8,5,2007,0,1466,0,0,2,0,3,0,610,201000
932,NAmes,9100,5,6,1965,0,925,0,1,1,0,2,0,429,117500
933,Somerst,11670,9,5,2006,302,1905,0,0,2,0,3,1,788,320000
934,CollgCr,8487,7,5,2004,210,1500,0,0,2,0,3,0,570,190000
935,NAmes,27650,7,7,2007,0,2069,1,0,2,0,4,1,505,242000
936,BrkSide,5825,4,5,1953,108,747,0,0,1,0,1,0,528,79900
937,SawyerW,10083,7,5,2003,,1200,1,0,2,0,2,0,555,184900
938,Somerst,9675,7,5,2005,0,1971,0,0,2,1,3,1,689,253000
939,CollgCr,8760,7,5,2006,0,1962,0,0,2,1,3,0,868,239799
940,ClearCr,24090,7,7,1950,0,2403,0,0,2,0,4,2,349,244400
941,Mitchel,12640,6,5,1976,0,1728,0,0,2,0,4,0,574,150900
942,Gilbert,8755,7,5,1999,298,2060,1,0,2,1,3,1,390,214000
943,Edwards,7711,4,3,1977,0,1440,2,0,2,0,4,0,0,150000
944,Mitchel,25000,5,4,1967,0,1632,0,0,2,0,4,0,576,143000
945,Timber,14375,6,6,1958,541,1344,0,1,1,0,3,1,525,137500
946,OldTown,8820,5,6,1996,0,1869,0,0,1,0,2,0,456,124900
947,NAmes,8163,5,6,1959,128,1144,1,0,1,0,3,1,796,143000
948,Timber,14536,8,5,2003,236,1629,1,0,2,0,3,1,808,270000
949,CollgCr,14006,7,5,2002,144,1776,0,0,2,1,3,1,474,192500
950,NWAmes,9360,6,7,2006,0,1381,1,0,1,1,3,1,676,197500
951,NAmes,7200,5,8,2002,0,864,1,0,1,0,3,0,720,129000
952,SawyerW,7800,5,5,1965,0,965,1,0,1,0,3,0,300,119900
953,CollgCr,7200,5,8,2003,0,768,0,1,1,0,2,0,396,133900
954,Mitchel,11075,5,4,1969,232,1968,0,1,2,1,4,1,530,172000
955,Edwards,9400,6,5,1975,250,980,0,2,2,0,4,0,0,127500
956,Crawfor,7136,6,6,1950,423,1958,0,0,2,0,4,0,492,145000
957,Blueste,1300,6,6,1980,0,1229,0,0,1,1,2,1,462,124000
958,Sawyer,7420,5,5,1962,0,1057,0,0,1,0,3,0,576,132000
959,CollgCr,8450,7,5,2003,0,1337,1,0,2,0,3,0,531,185000
960,Somerst,2572,7,5,1999,0,1416,1,0,2,1,3,0,484,155000
961,BrkSide,7207,5,7,2008,0,858,1,0,1,0,2,0,0,116500
962,NWAmes,12227,6,7,1995,424,2872,1,0,2,1,4,1,619,272000
963,NPkVill,2308,6,6,1976,0,1548,1,0,2,1,3,1,440,155000
964,CollgCr,11923,9,5,2007,0,1800,0,0,2,0,2,0,702,239000
965,Timber,11316,7,5,2003,44,1894,1,0,2,1,4,1,510,214900
966,Gilbert,10237,6,5,2007,0,1484,0,0,2,1,3,1,393,178900
967,Crawfor,9600,5,7,1950,0,1308,1,0,1,1,2,2,256,160000
968,NAmes,7390,5,7,1955,151,1098,1,0,1,0,3,0,260,135000
969,OldTown,5925,3,6,1950,0,968,0,0,1,0,2,0,0,37900
970,NAmes,10382,6,5,1958,105,1095,1,0,1,0,2,0,264,140000
971,NAmes,10800,4,4,1950,0,1192,0,0,1,1,4,0,0,135000
972,NridgHt,2268,7,5,2004,106,1626,0,0,2,0,2,0,474,173000
973,SawyerW,7892,6,5,1979,0,918,0,0,2,0,2,1,264,99500
974,Somerst,11639,7,5,2008,,1428,0,0,2,0,3,0,480,182000
975,BrkSide,11414,7,8,1993,0,2019,0,0,1,0,3,0,532,167500
976,Somerst,2651,7,5,2000,0,1382,1,0,2,1,3,0,490,165000
977,BrkSide,5900,4,7,1958,0,869,0,0,1,0,2,0,0,85500
978,Somerst,4274,7,5,2007,,1241,1,0,1,1,1,0,569,199900
979,Edwards,9450,4,5,1954,0,894,0,0,1,0,3,0,400,110000
980,Sawyer,8816,5,6,1963,0,1121,1,0,1,0,3,0,480,139000
981,NAmes,12122,7,9,2007,210,999,1,0,1,0,3,0,588,178400
982,NoRidge,12203,8,5,1999,975,2612,1,0,2,1,4,1,676,336000
983,Blmngtn,3182,7,5,2007,16,1266,0,0,2,0,2,1,388,159895
984,CollgCr,11250,8,5,2002,0,2290,0,0,2,1,4,1,779,255900
985,Mitchel,10125,5,5,1977,0,1734,0,0,2,0,4,0,539,126000
986,Edwards,10880,5,5,1950,0,1164,1,0,1,0,3,0,240,125000
987,OldTown,5310,6,8,2003,0,1635,0,0,1,0,2,0,255,117000
988,NridgHt,10159,9,5,2010,450,1940,1,0,2,1,3,1,606,395192
989,NWAmes,12046,6,6,1976,298,2030,0,0,2,1,4,1,551,195000
990,Somerst,8125,7,5,2006,0,1576,0,0,2,1,3,0,614,197000
991,NoRidge,9452,8,5,1998,423,2392,1,0,2,1,3,1,870,348000
992,OldTown,17671,8,9,1986,0,1742,0,0,1,1,4,1,424,168000
993,NAmes,9760,6,8,1993,340,1851,0,0,2,1,3,1,440,187000
994,CollgCr,8846,6,5,2006,0,1500,0,0,2,1,3,0,564,173900
995,NridgHt,12456,10,5,2007,230,1718,1,0,2,0,3,1,786,337500
996,BrkSide,4712,4,7,1950,0,1230,1,0,1,1,3,0,305,121600
997,NAmes,10659,5,6,1961,0,1050,1,0,1,0,3,0,368,136500
998,NWAmes,11717,6,6,1970,571,1442,0,0,2,0,2,1,615,185000
999,IDOTRR,9786,3,4,1950,0,1077,0,0,1,0,3,1,210,91000
1000,CollgCr,6762,7,5,2006,24,1208,1,0,2,0,2,0,632,206000
1001,Edwards,10206,3,3,1952,0,944,0,0,1,0,2,0,528,82000
1002,OldTown,5400,5,6,1950,0,691,0,0,1,0,2,0,216,86000
1003,Somerst,11957,8,5,2006,53,1574,0,0,2,0,3,1,824,232000
1004,NWAmes,11500,5,6,1976,164,1680,0,0,2,0,4,0,528,136905
1005,Blmngtn,3182,7,5,2006,16,1504,0,0,2,0,1,1,457,181000
1006,CollgCr,8385,5,8,1977,220,985,0,0,2,0,3,0,328,149900
1007,NAmes,12155,6,3,1970,0,1657,0,1,2,0,3,1,484,163500
1008,MeadowV,2217,4,4,1970,0,1092,0,0,1,1,3,0,286,88000
1009,Mitchel,12118,7,5,2005,108,1710,0,0,2,0,3,1,550,240000
1010,SWISU,6000,5,5,1950,0,1522,0,0,2,0,4,0,0,102000
1011,Sawyer,21286,5,5,1950,0,1271,0,0,2,0,4,1,312,135000
1012,Edwards,9825,5,5,1965,0,1664,0,0,2,0,4,0,0,100000
1013,Crawfor,10592,6,7,1996,0,1502,0,0,1,1,3,2,180,165000
1014,OldTown,7200,5,4,2006,0,1022,1,0,1,0,2,0,280,85000
1015,NAmes,11664,6,5,1950,206,1082,0,0,1,0,2,1,240,119200
1016,NWAmes,8400,8,6,2001,0,1665,1,0,2,1,3,0,528,227000
1017,CollgCr,11883,7,5,1996,196,1504,1,0,2,0,3,1,478,203000
1018,StoneBr,5814,8,5,1984,0,1360,1,0,1,0,1,1,565,187500
1019,Gilbert,10784,7,5,1992,76,1472,0,0,2,1,3,1,402,160000
1020,Blmngtn,3013,7,5,2005,145,1506,0,0,2,0,2,1,440,213490
1021,Edwards,7024,4,5,2005,0,1132,1,0,1,1,2,0,451,176000
1022,CollgCr,7406,7,5,2006,84,1220,1,0,2,0,2,0,632,194000
1023,OldTown,9439,5,5,1950,0,1248,0,0,1,0,2,0,160,87000
1024,Blmngtn,3182,7,5,2006,14,1504,0,0,2,0,2,1,437,191000
1025,Timber,15498,8,6,1976,0,2898,1,0,2,0,2,1,665,287000
1026,CollgCr,7700,5,5,1972,0,882,1,0,1,0,3,0,461,112500
1027,NAmes,9300,5,5,1960,324,1264,1,0,1,0,3,2,461,167500
1028,Timber,9520,8,5,2008,338,1646,1,0,2,0,3,1,800,293077
1029,NAmes,9492,5,5,1950,0,1376,1,0,1,0,3,1,240,105000
1030,BrDale,1680,6,7,1972,281,1218,0,1,1,1,3,0,264,118000
1031,SWISU,7082,5,8,1995,0,1928,0,0,2,0,5,0,0,160000
1032,SWISU,15863,7,3,1970,0,3082,1,0,2,1,5,2,672,197000
1033,NoRidge,14541,8,7,1993,0,2520,1,0,2,1,5,1,796,310000
1034,CollgCr,8125,7,5,2002,295,1654,1,0,2,0,3,0,900,230000
1035,Crawfor,6305,5,7,1950,0,954,0,0,1,0,2,1,240,119750
1036,Edwards,11500,4,3,1957,0,845,0,0,1,0,3,0,290,84000
1037,Timber,12898,9,5,2008,70,1620,1,0,2,0,2,1,912,315500
1038,CollgCr,9240,8,5,2002,396,2263,0,0,2,1,3,1,905,287000
1039,MeadowV,1533,4,6,2008,0,1344,0,0,1,1,3,1,0,97000
1040,MeadowV,1477,4,4,1970,0,630,1,0,1,0,1,0,286,80000
1041,Sawyer,13125,5,4,2000,67,1803,1,0,2,0,3,1,484,155000
1042,NWAmes,9130,6,8,2000,252,1632,0,1,1,1,4,0,484,173000
1043,NridgHt,5381,6,5,2005,135,1306,1,0,2,0,1,1,624,196000
1044,SawyerW,11839,7,5,1990,99,2329,1,0,2,1,4,1,514,262280
1045,NWAmes,9600,8,5,1981,0,2524,1,0,2,1,4,1,542,278000
1046,Edwards,13680,3,5,1955,0,1733,0,0,2,0,4,1,452,139600
1047,StoneBr,16056,9,5,2006,208,2868,0,0,3,1,4,1,716,556581
1048,CollgCr,9245,5,5,1995,0,990,0,1,1,0,3,0,672,145000
1049,Mitchel,21750,5,4,2006,75,1771,0,0,1,0,3,1,336,115000
1050,Edwards,11100,4,7,2006,0,930,0,0,1,0,2,0,308,84900
1051,Gilbert,8993,7,5,2007,0,1302,0,0,2,0,3,0,436,176485
