Id,SalePrice,LotArea,Utilities,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtFinType2,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageArea,GarageCond,PavedDrive,MoSold,YrSold,SaleType,SaleCondition
782,175900,7153,AllPub,Inside,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,CompShg,VinylSd,VinylSd,0,Gd,Gd,PConc,Unf,1603,0,0,2,1,3,Gd,Typ,0,,Attchd,484,TA,Y,7,2006,WD,Normal
783,187100,16285,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Unf,1430,0,0,2,0,3,Gd,Typ,0,,Attchd,605,TA,Y,6,2009,WD,Normal
784,165500,9101,AllPub,Corner,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1978,1978,CompShg,Plywood,Plywood,104,TA,Gd,PConc,Unf,1110,1,0,1,0,1,Gd,Typ,1,TA,Attchd,602,TA,Y,7,2009,WD,Normal
785,128000,6300,AllPub,Inside,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,1914,2001,CompShg,Wd Sdng,Wd Shng,0,TA,TA,CBlock,Unf,1484,0,0,2,0,3,TA,Typ,1,Gd,,0,,Y,6,2008,WD,Normal
786,161500,9790,AllPub,Inside,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1967,1967,CompShg,BrkFace,Wd Sdng,0,TA,TA,CBlock,LwQ,1342,0,0,2,0,3,TA,Typ,1,Gd,Attchd,457,TA,Y,9,2009,WD,Normal
787,139000,10800,AllPub,Inside,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1915,1950,CompShg,MetalSd,MetalSd,0,TA,Gd,PConc,Unf,1652,1,0,2,0,4,TA,Typ,0,,Detchd,416,TA,Y,6,2010,WD,Normal
788,233000,10142,AllPub,Inside,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Unf,2084,1,0,2,1,4,Gd,Typ,0,,BuiltIn,618,TA,Y,1,2010,WD,Normal
789,107900,6000,AllPub,Corner,OldTown,Norm,Norm,1Fam,1Story,4,7,1954,2000,CompShg,MetalSd,MetalSd,0,TA,TA,CBlock,Unf,901,0,0,1,0,2,TA,Typ,0,,Detchd,281,TA,Y,8,2008,WD,Normal
790,187500,12205,AllPub,Inside,ClearCr,Norm,Norm,1Fam,2Story,6,8,1966,2007,CompShg,HdBoard,HdBoard,157,TA,TA,CBlock,Unf,2087,0,0,2,1,5,Gd,Typ,0,,Attchd,444,TA,Y,7,2007,WD,Normal
791,160200,3182,AllPub,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,CompShg,VinylSd,VinylSd,11,Gd,TA,PConc,Unf,1145,0,0,2,0,2,Gd,Typ,1,Gd,Attchd,397,TA,Y,9,2009,WD,Normal
792,146800,11333,AllPub,Corner,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,CompShg,HdBoard,HdBoard,0,TA,TA,PConc,Unf,1062,1,0,1,0,3,TA,Typ,2,TA,Attchd,539,TA,Y,5,2007,WD,Normal
793,269790,9920,AllPub,CulDSac,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,CompShg,MetalSd,MetalSd,0,Gd,TA,PConc,Unf,2013,1,0,2,1,3,TA,Typ,1,TA,Attchd,455,TA,Y,6,2007,WD,Normal
794,225000,9158,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,CompShg,CemntBd,CmentBd,140,Gd,TA,PConc,Unf,1496,0,0,2,0,3,Gd,Typ,0,,Attchd,474,TA,Y,6,2007,New,Partial
795,194500,10832,AllPub,Corner,Gilbert,Norm,Norm,1Fam,2Story,7,5,1994,1996,CompShg,MetalSd,MetalSd,0,Gd,TA,PConc,Unf,1895,0,0,2,1,3,Gd,Typ,1,TA,Attchd,409,TA,Y,10,2008,WD,Normal
796,171000,8400,AllPub,Inside,SawyerW,Norm,Norm,1Fam,2Story,6,6,1980,1981,CompShg,HdBoard,HdBoard,130,TA,TA,CBlock,Unf,1564,0,0,2,1,3,TA,Typ,1,TA,Attchd,476,TA,Y,4,2010,WD,Normal
797,143500,8197,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,6,5,1977,1977,CompShg,Plywood,Plywood,148,TA,TA,CBlock,Unf,1285,0,0,1,1,3,TA,Typ,1,TA,Attchd,528,TA,Y,4,2007,WD,Normal
798,110000,7677,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,1953,1953,CompShg,VinylSd,VinylSd,0,TA,TA,CBlock,Unf,773,0,0,1,0,2,TA,Typ,0,,Attchd,240,TA,Y,4,2008,WD,Abnorml
799,485000,13518,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,CompShg,VinylSd,VinylSd,860,Ex,TA,PConc,Unf,3140,0,0,3,1,4,Ex,Typ,2,Gd,BuiltIn,820,TA,Y,7,2009,New,Partial
800,175000,7200,AllPub,Corner,SWISU,Feedr,Norm,1Fam,1.5Fin,5,7,1937,1950,CompShg,Wd Sdng,Wd Sdng,252,TA,TA,BrkTil,Unf,1768,1,0,1,1,3,Gd,Typ,2,TA,Detchd,240,TA,Y,6,2007,WD,Normal
801,200000,12798,AllPub,Inside,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1997,1997,CompShg,VinylSd,VinylSd,0,TA,TA,PConc,Unf,1688,1,0,2,1,4,Gd,Typ,0,,Attchd,603,TA,Y,5,2008,WD,Normal
802,109900,4800,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,1Story,4,7,1916,1990,CompShg,MetalSd,MetalSd,0,TA,TA,CBlock,Unf,1196,1,0,1,0,2,TA,Typ,0,,Detchd,440,TA,Y,7,2007,WD,Normal
803,189000,8199,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2005,CompShg,WdShing,Wd Shng,0,Gd,TA,PConc,Unf,1456,1,0,2,1,3,Gd,Typ,1,Gd,Attchd,410,TA,Y,10,2008,WD,Normal
804,582933,13891,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,CompShg,VinylSd,VinylSd,424,Ex,TA,PConc,Unf,2822,0,0,3,1,4,Ex,Typ,1,Gd,BuiltIn,1020,TA,Y,1,2009,New,Partial
805,118000,9000,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,CBlock,Unf,1128,0,0,1,0,2,TA,Min1,0,,Attchd,286,TA,Y,6,2006,WD,Family
806,227680,12274,AllPub,FR2,Somerst,Norm,Norm,1Fam,1Story,7,5,2008,2008,CompShg,VinylSd,VinylSd,256,Gd,TA,PConc,Unf,1428,0,0,2,0,3,Ex,Typ,0,,Attchd,554,TA,Y,7,2008,New,Partial
807,135500,9750,AllPub,Inside,NAmes,Norm,Norm,1Fam,SLvl,5,5,1967,1967,CompShg,VinylSd,VinylSd,0,TA,TA,PConc,Rec,980,0,0,2,0,3,TA,Typ,0,,Attchd,384,TA,Y,10,2006,WD,Normal
808,223500,21384,AllPub,Inside,BrkSide,Norm,Norm,1Fam,2Story,5,6,1923,2004,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,CBlock,Unf,1576,2,0,1,1,3,Gd,Typ,1,TA,Attchd,528,TA,Y,5,2009,WD,Normal
809,159950,13400,AllPub,Inside,NAmes,Norm,Norm,1Fam,SLvl,5,5,1966,1966,CompShg,VinylSd,VinylSd,1047,TA,TA,CBlock,BLQ,1086,1,0,1,0,3,TA,Typ,1,Gd,Attchd,484,TA,Y,6,2006,WD,Normal
810,106000,8100,AllPub,Corner,OldTown,Norm,Norm,1Fam,2.5Unf,5,5,1898,1965,CompShg,AsbShng,AsbShng,0,TA,TA,PConc,Unf,2138,0,0,2,0,2,TA,Typ,0,,Detchd,360,Po,N,11,2009,WD,Normal
811,181000,10140,AllPub,Inside,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,1999,CompShg,HdBoard,HdBoard,99,TA,TA,CBlock,LwQ,1309,1,0,1,1,3,Gd,Typ,1,Fa,Attchd,484,TA,Y,1,2006,WD,Normal
812,144500,4438,AllPub,Inside,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,CompShg,VinylSd,VinylSd,169,Gd,TA,PConc,Unf,848,1,0,1,0,1,Gd,Typ,1,Gd,Attchd,420,TA,Y,6,2008,ConLD,Normal
813,55993,8712,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,1Story,5,5,1952,1952,CompShg,Wd Sdng,Wd Sdng,0,Fa,TA,CBlock,Unf,1044,0,0,1,0,2,Fa,Typ,0,,Basment,504,TA,N,6,2010,WD,Alloca
814,157900,9750,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,CompShg,MetalSd,MetalSd,243,TA,TA,CBlock,Unf,1442,0,0,1,1,4,TA,Typ,0,,Attchd,301,TA,Y,4,2007,COD,Normal
815,116000,8248,AllPub,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1918,1950,CompShg,Stucco,Stucco,0,TA,TA,BrkTil,Unf,1250,0,1,1,1,3,Fa,Typ,0,,Detchd,280,TA,P,7,2006,WD,Normal
816,224900,12137,AllPub,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,7,5,1998,1998,CompShg,VinylSd,VinylSd,442,TA,TA,PConc,Unf,1661,0,0,2,0,3,Gd,Typ,0,,Attchd,598,TA,Y,5,2010,WD,Normal
817,137000,11425,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1954,CompShg,BrkFace,BrkFace,0,TA,TA,CBlock,Unf,1008,0,0,1,0,2,TA,Typ,1,Gd,Attchd,275,TA,Y,7,2006,WD,Normal
818,271000,13265,AllPub,CulDSac,Mitchel,Norm,Norm,1Fam,1Story,8,5,2002,2002,CompShg,CemntBd,CmentBd,148,Gd,TA,PConc,Unf,1689,1,0,2,0,3,Gd,Typ,2,Gd,Attchd,857,TA,Y,7,2008,WD,Normal
819,155000,8816,AllPub,Inside,ClearCr,Norm,Norm,1Fam,SLvl,6,7,1971,1971,CompShg,HdBoard,HdBoard,80,TA,TA,CBlock,Unf,1052,1,0,1,0,3,TA,Typ,0,,Attchd,440,TA,Y,6,2010,WD,Normal
820,224000,6371,AllPub,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2009,2010,CompShg,VinylSd,VinylSd,128,Gd,TA,PConc,Unf,1358,1,0,2,0,2,Gd,Typ,1,Gd,Attchd,484,TA,Y,6,2010,New,Partial
821,183000,7226,AllPub,CulDSac,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Unf,1640,0,0,2,1,3,Gd,Typ,0,,Attchd,595,TA,Y,6,2008,WD,Normal
822,93000,6000,AllPub,Inside,OldTown,Norm,Norm,2fmCon,1Story,4,4,1953,1953,CompShg,MetalSd,MetalSd,0,Fa,TA,CBlock,Unf,936,0,0,1,0,2,TA,Min2,0,,Detchd,576,TA,Y,2,2009,WD,Normal
823,225000,12394,AllPub,Corner,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Unf,1733,0,0,2,1,3,Gd,Typ,1,Gd,BuiltIn,433,TA,Y,10,2007,WD,Family
824,139500,9900,AllPub,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,6,7,1940,1950,CompShg,VinylSd,VinylSd,0,TA,TA,BrkTil,Unf,1489,0,0,2,0,3,TA,Typ,1,Gd,Detchd,240,TA,Y,7,2009,WD,Normal
825,232600,11216,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Unf,1489,0,0,2,0,3,Gd,Typ,1,Gd,Attchd,776,TA,Y,6,2006,New,Partial
826,385000,14803,AllPub,Inside,NridgHt,PosN,PosN,1Fam,1Story,10,5,2007,2008,CompShg,CemntBd,CmentBd,816,Ex,TA,PConc,Unf,2084,1,0,2,0,2,Ex,Typ,1,Gd,Attchd,1220,TA,Y,6,2008,New,Partial
827,109500,6130,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,1924,1950,CompShg,MetalSd,MetalSd,0,TA,TA,BrkTil,Unf,784,1,0,1,0,2,Gd,Typ,0,,,0,,Y,5,2008,WD,Normal
828,189000,8529,AllPub,Inside,SawyerW,Norm,Norm,1Fam,1Story,7,5,2001,2001,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Unf,1434,0,0,2,0,3,Gd,Typ,1,TA,Attchd,527,TA,Y,4,2009,WD,Normal
829,185000,28698,AllPub,CulDSac,ClearCr,Norm,Norm,1Fam,2Story,5,5,1967,1967,Tar&Grv,Plywood,Plywood,0,TA,TA,PConc,ALQ,2126,0,1,2,1,3,TA,Min2,0,,Attchd,538,TA,Y,6,2009,WD,Abnorml
830,147400,2544,AllPub,Inside,Somerst,Norm,Norm,Twnhs,2Story,7,5,2005,2005,CompShg,MetalSd,MetalSd,0,Gd,TA,PConc,Unf,1223,0,0,2,1,2,Gd,Typ,0,,Detchd,480,TA,Y,7,2006,WD,Normal
831,166000,11900,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,6,5,1957,1957,CompShg,HdBoard,HdBoard,387,TA,TA,CBlock,Unf,1392,1,0,1,1,3,TA,Typ,2,Gd,Attchd,458,TA,Y,6,2008,WD,Normal
832,151000,3180,AllPub,Inside,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2005,2005,CompShg,MetalSd,MetalSd,0,TA,TA,PConc,Unf,1200,0,0,2,1,2,Gd,Typ,0,,Detchd,480,TA,Y,6,2006,WD,Normal
833,237000,9548,AllPub,CulDSac,CollgCr,Norm,Norm,1Fam,2Story,7,6,2003,2003,CompShg,VinylSd,VinylSd,223,Gd,TA,PConc,Unf,1829,1,0,2,1,3,Gd,Typ,1,TA,Attchd,613,TA,Y,1,2010,WD,Normal
834,167000,10004,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,CompShg,HdBoard,Plywood,180,TA,TA,CBlock,BLQ,1516,0,0,1,1,3,TA,Typ,0,,Attchd,472,TA,Y,2,2009,WD,Normal
835,139950,7875,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,1961,CompShg,VinylSd,VinylSd,136,TA,TA,CBlock,Unf,1144,1,0,1,0,3,TA,Typ,0,,Attchd,456,TA,Y,9,2008,WD,Normal
836,128000,9600,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,4,7,1950,1995,CompShg,VinylSd,HdBoard,0,TA,TA,CBlock,Unf,1067,0,0,2,0,2,Gd,Min2,0,,Attchd,436,TA,Y,2,2010,WD,Normal
837,153500,8100,AllPub,Inside,OldTown,Norm,Norm,1Fam,1Story,5,6,1948,1973,CompShg,VinylSd,VinylSd,0,TA,TA,BrkTil,Unf,1559,1,0,1,0,2,TA,Min2,0,,Detchd,812,TA,Y,6,2007,COD,Normal
838,100000,1680,AllPub,Inside,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,CompShg,HdBoard,HdBoard,158,TA,TA,CBlock,Unf,987,1,0,1,1,2,TA,Typ,0,,Detchd,264,TA,Y,11,2008,WD,Normal
839,144000,9525,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,5,6,1995,2006,CompShg,VinylSd,VinylSd,0,TA,TA,PConc,Unf,1099,0,0,1,1,3,Gd,Typ,0,,Attchd,352,TA,Y,6,2008,WD,Normal
840,130500,11767,AllPub,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1946,1995,CompShg,MetalSd,MetalSd,0,TA,TA,CBlock,Unf,1200,0,0,1,0,3,TA,Typ,0,,Detchd,240,TA,Y,5,2008,WD,Normal
841,140000,12155,AllPub,Inside,SWISU,Norm,Norm,1Fam,2Story,6,8,1925,1950,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,BrkTil,Unf,1482,0,0,2,0,4,Fa,Typ,0,,Detchd,400,TA,P,3,2008,WD,Normal
842,157500,10440,AllPub,Inside,OldTown,Norm,Norm,1Fam,2Story,5,8,1904,2002,CompShg,MetalSd,MetalSd,0,TA,TA,PConc,Unf,1539,0,0,2,0,3,Gd,Typ,1,Po,Detchd,686,TA,P,6,2008,WD,Normal
843,174900,9020,AllPub,Inside,NAmes,Norm,Norm,1Fam,SLvl,6,7,1966,1966,CompShg,HdBoard,HdBoard,183,TA,TA,CBlock,ALQ,1165,1,0,1,1,3,TA,Typ,0,,Attchd,490,Gd,Y,5,2008,WD,Normal
844,141000,8000,AllPub,Corner,NAmes,Artery,Norm,Duplex,1Story,5,4,1961,1961,CompShg,BrkFace,BrkFace,0,TA,TA,CBlock,Unf,1800,0,0,2,0,6,TA,Typ,0,,,0,,Y,7,2007,WD,Normal
845,153900,12665,AllPub,Inside,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,1915,1950,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,BrkTil,Unf,1416,0,0,1,1,4,TA,Typ,1,Gd,Detchd,720,TA,Y,6,2008,WD,Normal
846,171000,16647,AllPub,CulDSac,Sawyer,RRAe,Norm,1Fam,SFoyer,5,5,1975,1981,CompShg,HdBoard,HdBoard,0,TA,TA,CBlock,Unf,1701,1,0,2,0,3,TA,Min2,2,TA,Basment,611,TA,Y,1,2007,WD,Normal
847,213000,9317,AllPub,Inside,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,CompShg,HdBoard,HdBoard,137,Gd,TA,PConc,Unf,1775,1,0,2,1,3,Gd,Typ,1,TA,Attchd,425,TA,Y,7,2009,WD,Normal
848,133500,15523,AllPub,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,5,6,1972,1972,CompShg,HdBoard,Plywood,0,TA,TA,CBlock,Unf,864,1,0,1,0,3,TA,Typ,1,Fa,Attchd,338,TA,Y,8,2009,WD,Normal
849,240000,45600,AllPub,Inside,ClearCr,Norm,Norm,1Fam,1.5Fin,6,8,1908,1997,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,BrkTil,Unf,2358,0,0,3,0,5,TA,Typ,1,Gd,Detchd,360,TA,Y,9,2008,WD,Normal
850,187000,9600,AllPub,FR2,Veenker,Feedr,Norm,1Fam,SLvl,6,7,1976,1994,CompShg,Plywood,Plywood,360,Gd,Gd,CBlock,Unf,1855,0,0,2,1,3,TA,Typ,1,TA,Attchd,512,TA,Y,8,2007,WD,Normal
851,131500,4435,AllPub,Inside,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,CompShg,VinylSd,VinylSd,170,Gd,TA,PConc,Unf,848,1,0,1,0,1,Gd,Typ,0,,Attchd,420,TA,Y,11,2007,WD,Normal
852,215000,3196,AllPub,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2003,2003,CompShg,VinylSd,VinylSd,40,Gd,TA,PConc,Unf,1456,0,0,2,0,2,Gd,Typ,1,TA,Attchd,400,TA,Y,5,2006,WD,Normal
853,164000,7128,AllPub,Inside,Crawfor,Norm,Norm,1Fam,2.5Unf,7,5,1941,1950,CompShg,MetalSd,MetalSd,0,TA,Gd,CBlock,Unf,1646,0,0,2,0,4,TA,Typ,2,Gd,Detchd,240,TA,Y,8,2007,WD,Normal
854,158000,12095,AllPub,Corner,NAmes,Norm,Norm,1Fam,SLvl,6,6,1964,1964,CompShg,MetalSd,HdBoard,115,TA,Gd,CBlock,Unf,1445,0,0,1,1,3,TA,Typ,1,Fa,Attchd,645,TA,Y,8,2009,WD,Normal
855,170000,17920,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,4,1955,1974,CompShg,Wd Sdng,Plywood,0,TA,TA,CBlock,Rec,1779,1,0,1,1,3,TA,Typ,1,Gd,Attchd,454,TA,Y,7,2006,WD,Abnorml
856,127000,6897,AllPub,Corner,Sawyer,Norm,Norm,1Fam,1Story,5,8,1962,2010,CompShg,HdBoard,HdBoard,0,TA,Gd,CBlock,Unf,1040,1,0,1,1,3,TA,Typ,0,,Detchd,260,TA,Y,4,2010,WD,Normal
857,147000,10970,AllPub,Inside,CollgCr,Norm,Norm,1Fam,SLvl,6,6,1978,1978,CompShg,Plywood,HdBoard,0,TA,TA,CBlock,LwQ,1026,1,0,1,0,3,TA,Typ,0,,Detchd,576,Fa,Y,10,2008,WD,Normal
858,174000,8125,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,1994,1995,CompShg,HdBoard,HdBoard,0,TA,TA,PConc,Unf,1481,0,0,2,1,3,TA,Typ,1,TA,Attchd,343,TA,Y,3,2009,WD,Normal
859,152000,10400,AllPub,Inside,NWAmes,Norm,Norm,1Fam,1Story,7,5,1976,1976,CompShg,HdBoard,HdBoard,189,TA,TA,CBlock,Unf,1370,0,0,2,0,3,TA,Typ,1,TA,Attchd,479,TA,Y,6,2009,WD,Family
860,250000,11029,AllPub,Corner,NWAmes,PosA,Norm,1Fam,2Story,6,7,1968,1984,CompShg,HdBoard,HdBoard,220,TA,TA,CBlock,Unf,2654,1,0,2,1,4,Gd,Typ,1,Gd,Attchd,619,TA,Y,8,2006,WD,Normal
861,189950,7642,AllPub,Corner,Crawfor,Norm,Norm,1Fam,1.5Fin,7,8,1918,1998,CompShg,Wd Sdng,Wd Sdng,0,Gd,TA,BrkTil,Unf,1426,0,0,1,1,3,Gd,Typ,1,Gd,Detchd,216,TA,Y,6,2007,WD,Normal
862,131500,11625,AllPub,Inside,Sawyer,Norm,Norm,2fmCon,1Story,5,4,1965,1965,CompShg,Plywood,HdBoard,0,TA,TA,PConc,Unf,1039,1,0,1,1,3,TA,Typ,0,,Attchd,504,TA,Y,4,2010,WD,Normal
863,152000,9672,AllPub,Corner,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,1985,CompShg,HdBoard,Plywood,0,TA,TA,PConc,Unf,1097,0,0,2,0,3,TA,Typ,0,,Attchd,480,TA,Y,5,2010,WD,Normal
864,132500,7931,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,CompShg,BrkFace,Plywood,0,TA,TA,CBlock,Unf,1148,1,0,1,0,3,TA,Typ,0,,Attchd,672,TA,Y,7,2009,WD,Normal
865,250580,8640,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2008,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Unf,1372,0,0,2,0,3,Gd,Typ,0,,Attchd,529,TA,Y,5,2008,New,Partial
866,148500,8750,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1970,CompShg,MetalSd,MetalSd,76,TA,TA,CBlock,Unf,1002,1,0,1,0,3,TA,Typ,0,,Detchd,902,TA,Y,8,2009,WD,Normal
867,248900,10656,AllPub,Inside,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,CompShg,VinylSd,VinylSd,274,Gd,TA,PConc,Unf,1646,0,0,2,0,3,Gd,Typ,1,Gd,Attchd,870,TA,Y,11,2007,New,Partial
868,129000,6970,AllPub,Corner,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,1961,CompShg,VinylSd,VinylSd,0,TA,TA,CBlock,Unf,1120,1,0,1,1,3,Fa,Typ,0,,Attchd,544,TA,Y,5,2007,WD,Normal
869,169000,14762,AllPub,Corner,Gilbert,Feedr,Norm,1Fam,2Story,5,6,1948,1950,CompShg,Plywood,Plywood,0,TA,TA,Slab,,2320,0,0,2,0,2,TA,Typ,1,TA,Attchd,672,TA,P,5,2006,WD,Normal
870,236000,9938,AllPub,Inside,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,CompShg,MetalSd,MetalSd,246,Gd,TA,PConc,Unf,1949,1,0,2,1,3,Gd,Typ,1,TA,Attchd,574,TA,Y,6,2010,WD,Normal
871,109500,6600,AllPub,Inside,NAmes,PosN,Norm,1Fam,1Story,5,5,1962,1962,CompShg,MetalSd,MetalSd,0,TA,TA,CBlock,Unf,894,0,0,1,0,2,TA,Typ,0,,Detchd,308,TA,Y,8,2009,WD,Normal
872,200500,8750,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,CompShg,VinylSd,VinylSd,116,TA,TA,PConc,Unf,1682,0,0,2,1,3,Gd,Typ,0,,Attchd,523,TA,Y,6,2010,WD,Normal
873,116000,8892,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,1996,CompShg,WdShing,Wd Shng,0,Gd,TA,Stone,Unf,910,0,0,1,0,3,Gd,Typ,0,,Attchd,414,TA,Y,10,2008,WD,Normal
874,133000,12144,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,7,1949,1950,CompShg,HdBoard,HdBoard,0,Gd,TA,CBlock,Unf,1268,0,0,1,0,3,TA,Typ,1,Gd,Attchd,288,TA,Y,9,2009,WD,Normal
875,66500,5720,AllPub,Inside,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,CBlock,Unf,1131,0,0,1,1,3,TA,Typ,0,,Detchd,200,TA,Y,8,2009,WD,Abnorml
876,303477,9000,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,CompShg,CemntBd,CmentBd,0,Gd,TA,PConc,Unf,2610,0,0,2,1,4,Ex,Typ,1,Gd,BuiltIn,550,TA,Y,8,2007,New,Partial
877,132250,25286,AllPub,Inside,Mitchel,Norm,Norm,1Fam,1Story,4,5,1963,1963,CompShg,HdBoard,Plywood,0,TA,TA,PConc,Unf,1040,1,0,1,0,3,TA,Typ,0,,Attchd,648,TA,Y,1,2007,WD,Normal
878,350000,8834,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,9,5,2004,2005,CompShg,VinylSd,VinylSd,216,Gd,TA,PConc,Unf,2224,1,0,2,1,4,Ex,Typ,1,Gd,Attchd,738,TA,Y,6,2009,WD,Normal
879,148000,11782,AllPub,Inside,Sawyer,Norm,Norm,1Fam,SFoyer,5,7,1961,1995,CompShg,HdBoard,HdBoard,0,TA,TA,CBlock,Unf,1155,1,0,1,0,3,Gd,Min2,0,,Detchd,576,TA,Y,6,2010,WD,Normal
880,136500,7000,AllPub,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,5,8,1978,2005,CompShg,VinylSd,VinylSd,90,Gd,Gd,CBlock,Unf,864,1,0,1,0,3,TA,Typ,0,,Attchd,336,TA,Y,7,2009,WD,Normal
881,157000,7024,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,5,5,2005,2006,CompShg,VinylSd,VinylSd,0,TA,TA,PConc,Unf,1090,1,0,1,1,2,TA,Typ,0,,Attchd,450,TA,Y,6,2007,WD,Normal
882,187500,13758,AllPub,CulDSac,Timber,Norm,Norm,1Fam,1.5Fin,7,5,1990,1991,CompShg,HdBoard,HdBoard,117,Gd,Gd,CBlock,Unf,1717,0,0,2,1,3,Gd,Typ,1,TA,Attchd,400,TA,Y,4,2007,WD,Normal
883,178000,9636,AllPub,Corner,Gilbert,Norm,Norm,1Fam,2Story,6,5,1992,1993,CompShg,VinylSd,VinylSd,0,TA,TA,PConc,Unf,1593,0,0,2,1,3,TA,Typ,1,TA,BuiltIn,389,TA,Y,12,2009,WD,Normal
